Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,970.0,1.65305495262146,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,7,0,28,1560,80,10
Method 3,11,1066.0,1.4385929107666016,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,7,0,28,1560,80,11
Method 3,12,1160.0,1.8919577598571777,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,7,0,28,1560,80,12
Method 3,13,1234.0,2.326324462890625,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,7,0,28,1560,80,13
Method 3,14,1328.0,2.089571237564087,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,7,0,28,1560,80,14
Method 3,15,1412.0,2.1930623054504395,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,7,0,28,1560,80,15
Method 3,16,1510.0,2.4414145946502686,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,7,0,28,1560,80,16
Method 3,17,1592.0,2.2834455966949463,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,7,0,28,1560,80,17
Method 3,18,1668.0,2.2010045051574707,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,7,0,28,1560,80,18
Method 3,19,1734.0,2.8876709938049316,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,7,0,28,1560,80,19
Method 3,20,1816.0,2.768275260925293,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,7,0,28,1560,80,20
Method 3,21,1910.0,3.0224621295928955,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,7,0,28,1560,80,21
Method 3,22,2004.0,2.8093795776367188,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,7,0,28,1560,80,22
Method 3,23,2076.0,2.9022693634033203,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,7,0,28,1560,80,23
Method 3,24,2168.0,3.227440595626831,concorde,concorde,../data/foodmart/order/instances_d10_ord24.txt,10,7,0,28,1560,80,24
Method 3,25,2226.0,3.2538368701934814,concorde,concorde,../data/foodmart/order/instances_d10_ord25.txt,10,7,0,28,1560,80,25
Method 3,26,2314.0,3.4298110008239746,concorde,concorde,../data/foodmart/order/instances_d10_ord26.txt,10,7,0,28,1560,80,26
Method 3,27,2392.0,3.380706310272217,concorde,concorde,../data/foodmart/order/instances_d10_ord27.txt,10,7,0,28,1560,80,27
Method 3,28,2472.0,3.8290107250213623,concorde,concorde,../data/foodmart/order/instances_d10_ord28.txt,10,7,0,28,1560,80,28
Method 3,29,2562.0,3.419057846069336,concorde,concorde,../data/foodmart/order/instances_d10_ord29.txt,10,7,0,28,1560,80,29
Method 3,30,2638.0,3.9098775386810303,concorde,concorde,../data/foodmart/order/instances_d10_ord30.txt,10,7,0,28,1560,80,30
Method 3,31,2724.0,4.049161195755005,concorde,concorde,../data/foodmart/order/instances_d10_ord31.txt,10,7,0,28,1560,80,31
Method 3,32,2806.0,4.0568578243255615,concorde,concorde,../data/foodmart/order/instances_d10_ord32.txt,10,7,0,28,1560,80,32
Method 3,33,2872.0,4.033655881881714,concorde,concorde,../data/foodmart/order/instances_d10_ord33.txt,10,7,0,28,1560,80,33
Method 3,34,2954.0,3.943145275115967,concorde,concorde,../data/foodmart/order/instances_d10_ord34.txt,10,7,0,28,1560,80,34
Method 3,35,3052.0,4.632043361663818,concorde,concorde,../data/foodmart/order/instances_d10_ord35.txt,10,7,0,28,1560,80,35
Method 3,36,3142.0,4.13207745552063,concorde,concorde,../data/foodmart/order/instances_d10_ord36.txt,10,7,0,28,1560,80,36
Method 3,37,3232.0,4.748391389846802,concorde,concorde,../data/foodmart/order/instances_d10_ord37.txt,10,7,0,28,1560,80,37
Method 3,38,3324.0,4.589024543762207,concorde,concorde,../data/foodmart/order/instances_d10_ord38.txt,10,7,0,28,1560,80,38
Method 3,39,3374.0,4.795730829238892,concorde,concorde,../data/foodmart/order/instances_d10_ord39.txt,10,7,0,28,1560,80,39
Method 3,40,3452.0,5.822595119476318,concorde,concorde,../data/foodmart/order/instances_d10_ord40.txt,10,7,0,28,1560,80,40
Method 3,41,3530.0,5.643789768218994,concorde,concorde,../data/foodmart/order/instances_d10_ord41.txt,10,7,0,28,1560,80,41
Method 3,42,3594.0,5.676356554031372,concorde,concorde,../data/foodmart/order/instances_d10_ord42.txt,10,7,0,28,1560,80,42
Method 3,43,3696.0,5.7150774002075195,concorde,concorde,../data/foodmart/order/instances_d10_ord43.txt,10,7,0,28,1560,80,43
Method 3,44,3782.0,5.655397176742554,concorde,concorde,../data/foodmart/order/instances_d10_ord44.txt,10,7,0,28,1560,80,44
Method 3,45,3870.0,5.672617435455322,concorde,concorde,../data/foodmart/order/instances_d10_ord45.txt,10,7,0,28,1560,80,45
Method 3,46,3954.0,5.88555645942688,concorde,concorde,../data/foodmart/order/instances_d10_ord46.txt,10,7,0,28,1560,80,46
Method 3,47,4042.0,5.913152694702148,concorde,concorde,../data/foodmart/order/instances_d10_ord47.txt,10,7,0,28,1560,80,47
Method 3,48,4126.0,5.789317846298218,concorde,concorde,../data/foodmart/order/instances_d10_ord48.txt,10,7,0,28,1560,80,48
Method 3,49,4184.0,6.272913932800293,concorde,concorde,../data/foodmart/order/instances_d10_ord49.txt,10,7,0,28,1560,80,49
Method 3,5,500.0,0.8083550930023193,concorde,concorde,../data/foodmart/order/instances_d10_ord5.txt,10,7,0,28,1560,80,5
Method 3,50,4252.0,6.978126049041748,concorde,concorde,../data/foodmart/order/instances_d10_ord50.txt,10,7,0,28,1560,80,50
Method 3,6,598.0,1.1458401679992676,concorde,concorde,../data/foodmart/order/instances_d10_ord6.txt,10,7,0,28,1560,80,6
Method 3,7,686.0,1.3455452919006348,concorde,concorde,../data/foodmart/order/instances_d10_ord7.txt,10,7,0,28,1560,80,7
Method 3,8,772.0,1.0733168125152588,concorde,concorde,../data/foodmart/order/instances_d10_ord8.txt,10,7,0,28,1560,80,8
Method 3,9,870.0,1.7932097911834717,concorde,concorde,../data/foodmart/order/instances_d10_ord9.txt,10,7,0,28,1560,80,9
Method 3,10,1012.0,2.2007522583007812,concorde,concorde,../data/foodmart/order/instances_d20_ord10.txt,20,7,0,28,1560,80,10
Method 3,11,1112.0,1.9168095588684082,concorde,concorde,../data/foodmart/order/instances_d20_ord11.txt,20,7,0,28,1560,80,11
Method 3,12,1198.0,2.352923631668091,concorde,concorde,../data/foodmart/order/instances_d20_ord12.txt,20,7,0,28,1560,80,12
Method 3,13,1294.0,1.750899076461792,concorde,concorde,../data/foodmart/order/instances_d20_ord13.txt,20,7,0,28,1560,80,13
Method 3,14,1384.0,2.127337694168091,concorde,concorde,../data/foodmart/order/instances_d20_ord14.txt,20,7,0,28,1560,80,14
Method 3,15,1480.0,2.1220037937164307,concorde,concorde,../data/foodmart/order/instances_d20_ord15.txt,20,7,0,28,1560,80,15
Method 3,16,1586.0,2.5660958290100098,concorde,concorde,../data/foodmart/order/instances_d20_ord16.txt,20,7,0,28,1560,80,16
Method 3,17,1676.0,2.5452592372894287,concorde,concorde,../data/foodmart/order/instances_d20_ord17.txt,20,7,0,28,1560,80,17
