Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,2004.47,4.888967990875244,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,8,3,3,1560,320,10
Method 3,11,2221.56,5.999025821685791,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,8,3,3,1560,320,11
Method 3,12,2426.65,4.688077926635742,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,8,3,3,1560,320,12
Method 3,13,2593.46,5.17902684211731,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,8,3,3,1560,320,13
Method 3,14,2772.06,5.0719544887542725,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,8,3,3,1560,320,14
Method 3,15,2956.87,5.278203725814819,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,8,3,3,1560,320,15
Method 3,16,3125.2999999999997,5.555570840835571,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,8,3,3,1560,320,16
Method 3,17,3292.0099999999998,7.200785398483276,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,8,3,3,1560,320,17
Method 3,18,3434.72,6.324947357177734,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,8,3,3,1560,320,18
Method 3,19,3583.5299999999997,6.318274021148682,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,8,3,3,1560,320,19
Method 3,20,3738.24,6.8277692794799805,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,8,3,3,1560,320,20
Method 3,21,3915.0499999999997,8.235891819000244,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,8,3,3,1560,320,21
Method 3,22,4091.8599999999997,7.340280294418335,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,8,3,3,1560,320,22
Method 3,23,4222.95,7.324243545532227,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,8,3,3,1560,320,23
Method 3,24,4367.849999999999,7.589995861053467,concorde,concorde,../data/foodmart/order/instances_d10_ord24.txt,10,8,3,3,1560,320,24
Method 3,25,4492.66,8.164672374725342,concorde,concorde,../data/foodmart/order/instances_d10_ord25.txt,10,8,3,3,1560,320,25
Method 3,26,4663.47,8.220924854278564,concorde,concorde,../data/foodmart/order/instances_d10_ord26.txt,10,8,3,3,1560,320,26
Method 3,27,4822.22,9.00097918510437,concorde,concorde,../data/foodmart/order/instances_d10_ord27.txt,10,8,3,3,1560,320,27
Method 3,28,4969.02,9.022285461425781,concorde,concorde,../data/foodmart/order/instances_d10_ord28.txt,10,8,3,3,1560,320,28
Method 3,29,5117.35,9.424958944320679,concorde,concorde,../data/foodmart/order/instances_d10_ord29.txt,10,8,3,3,1560,320,29
Method 3,30,5300.4400000000005,9.446835279464722,concorde,concorde,../data/foodmart/order/instances_d10_ord30.txt,10,8,3,3,1560,320,30
Method 3,31,5464.700000000001,9.601334571838379,concorde,concorde,../data/foodmart/order/instances_d10_ord31.txt,10,8,3,3,1560,320,31
Method 3,32,5611.450000000001,9.817932367324829,concorde,concorde,../data/foodmart/order/instances_d10_ord32.txt,10,8,3,3,1560,320,32
Method 3,33,5732.35,10.089173078536987,concorde,concorde,../data/foodmart/order/instances_d10_ord33.txt,10,8,3,3,1560,320,33
Method 3,34,5899.04,10.621812343597412,concorde,concorde,../data/foodmart/order/instances_d10_ord34.txt,10,8,3,3,1560,320,34
Method 3,35,6058.13,10.31872034072876,concorde,concorde,../data/foodmart/order/instances_d10_ord35.txt,10,8,3,3,1560,320,35
Method 3,36,6216.93,10.502349376678467,concorde,concorde,../data/foodmart/order/instances_d10_ord36.txt,10,8,3,3,1560,320,36
Method 3,37,6379.68,12.517400979995728,concorde,concorde,../data/foodmart/order/instances_d10_ord37.txt,10,8,3,3,1560,320,37
Method 3,38,6558.490000000001,12.327653169631958,concorde,concorde,../data/foodmart/order/instances_d10_ord38.txt,10,8,3,3,1560,320,38
Method 3,39,6701.150000000001,11.846024990081787,concorde,concorde,../data/foodmart/order/instances_d10_ord39.txt,10,8,3,3,1560,320,39
Method 3,40,6861.670000000001,11.295192241668701,concorde,concorde,../data/foodmart/order/instances_d10_ord40.txt,10,8,3,3,1560,320,40
Method 3,41,7034.380000000001,11.937414169311523,concorde,concorde,../data/foodmart/order/instances_d10_ord41.txt,10,8,3,3,1560,320,41
Method 3,42,7165.180000000001,12.486494302749634,concorde,concorde,../data/foodmart/order/instances_d10_ord42.txt,10,8,3,3,1560,320,42
Method 3,43,7331.800000000001,12.650321006774902,concorde,concorde,../data/foodmart/order/instances_d10_ord43.txt,10,8,3,3,1560,320,43
Method 3,44,7494.700000000001,13.010762453079224,concorde,concorde,../data/foodmart/order/instances_d10_ord44.txt,10,8,3,3,1560,320,44
Method 3,45,7667.790000000001,12.289937734603882,concorde,concorde,../data/foodmart/order/instances_d10_ord45.txt,10,8,3,3,1560,320,45
Method 3,46,7816.600000000001,14.632966041564941,concorde,concorde,../data/foodmart/order/instances_d10_ord46.txt,10,8,3,3,1560,320,46
Method 3,47,7985.280000000002,13.187607049942017,concorde,concorde,../data/foodmart/order/instances_d10_ord47.txt,10,8,3,3,1560,320,47
Method 3,48,8124.370000000002,13.051687002182007,concorde,concorde,../data/foodmart/order/instances_d10_ord48.txt,10,8,3,3,1560,320,48
Method 3,49,8243.180000000002,13.547040462493896,concorde,concorde,../data/foodmart/order/instances_d10_ord49.txt,10,8,3,3,1560,320,49
Method 3,5,1082.02,2.253197431564331,concorde,concorde,../data/foodmart/order/instances_d10_ord5.txt,10,8,3,3,1560,320,5
Method 3,50,8385.890000000001,14.060834169387817,concorde,concorde,../data/foodmart/order/instances_d10_ord50.txt,10,8,3,3,1560,320,50
Method 3,6,1258.73,2.963528871536255,concorde,concorde,../data/foodmart/order/instances_d10_ord6.txt,10,8,3,3,1560,320,6
Method 3,7,1439.82,3.1306145191192627,concorde,concorde,../data/foodmart/order/instances_d10_ord7.txt,10,8,3,3,1560,320,7
Method 3,8,1622.9099999999999,3.1938717365264893,concorde,concorde,../data/foodmart/order/instances_d10_ord8.txt,10,8,3,3,1560,320,8
Method 3,9,1813.81,3.6717588901519775,concorde,concorde,../data/foodmart/order/instances_d10_ord9.txt,10,8,3,3,1560,320,9
Method 3,10,2176.21,4.704591274261475,concorde,concorde,../data/foodmart/order/instances_d20_ord10.txt,20,8,3,3,1560,320,10
Method 3,11,2389.3,4.495542526245117,concorde,concorde,../data/foodmart/order/instances_d20_ord11.txt,20,8,3,3,1560,320,11
Method 3,12,2583.73,4.591018438339233,concorde,concorde,../data/foodmart/order/instances_d20_ord12.txt,20,8,3,3,1560,320,12
Method 3,13,2756.25,4.938659906387329,concorde,concorde,../data/foodmart/order/instances_d20_ord13.txt,20,8,3,3,1560,320,13
Method 3,14,2938.58,5.376207590103149,concorde,concorde,../data/foodmart/order/instances_d20_ord14.txt,20,8,3,3,1560,320,14
Method 3,15,3125.39,5.534403562545776,concorde,concorde,../data/foodmart/order/instances_d20_ord15.txt,20,8,3,3,1560,320,15
Method 3,16,3314.0099999999998,5.818465948104858,concorde,concorde,../data/foodmart/order/instances_d20_ord16.txt,20,8,3,3,1560,320,16
Method 3,17,3524.72,6.6322619915008545,concorde,concorde,../data/foodmart/order/instances_d20_ord17.txt,20,8,3,3,1560,320,17
Method 3,18,3727.81,6.542161226272583,concorde,concorde,../data/foodmart/order/instances_d20_ord18.txt,20,8,3,3,1560,320,18
Method 3,19,3928.62,7.333151578903198,concorde,concorde,../data/foodmart/order/instances_d20_ord19.txt,20,8,3,3,1560,320,19
Method 3,20,4131.5199999999995,7.309417724609375,concorde,concorde,../data/foodmart/order/instances_d20_ord20.txt,20,8,3,3,1560,320,20
Method 3,21,4308.23,6.859668493270874,concorde,concorde,../data/foodmart/order/instances_d20_ord21.txt,20,8,3,3,1560,320,21
Method 3,22,4511.03,7.714243412017822,concorde,concorde,../data/foodmart/order/instances_d20_ord22.txt,20,8,3,3,1560,320,22
Method 3,23,4729.44,8.190900564193726,concorde,concorde,../data/foodmart/order/instances_d20_ord23.txt,20,8,3,3,1560,320,23
