Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,862.0,3.448084592819214,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,6,0,33,1560,240,10
Method 3,11,946.0,2.358962059020996,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,6,0,33,1560,240,11
Method 3,12,1030.0,2.6440320014953613,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,6,0,33,1560,240,12
Method 3,13,1090.0,3.031919002532959,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,6,0,33,1560,240,13
Method 3,14,1176.0,3.537170648574829,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,6,0,33,1560,240,14
Method 3,15,1252.0,3.7260944843292236,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,6,0,33,1560,240,15
Method 3,16,1338.0,3.747831106185913,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,6,0,33,1560,240,16
Method 3,17,1422.0,3.6253316402435303,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,6,0,33,1560,240,17
Method 3,18,1488.0,3.7737460136413574,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,6,0,33,1560,240,18
Method 3,19,1542.0,3.849421977996826,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,6,0,33,1560,240,19
Method 3,20,1610.0,4.22623872756958,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,6,0,33,1560,240,20
Method 3,21,1688.0,4.14985728263855,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,6,0,33,1560,240,21
Method 3,22,1772.0,4.766037702560425,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,6,0,33,1560,240,22
Method 3,23,1822.0,4.3547444343566895,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,6,0,33,1560,240,23
