Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,1072.0,1.0820860862731934,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,8,0,25,1560,80,10
Method 3,11,1180.0,1.4947659969329834,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,8,0,25,1560,80,11
Method 3,12,1292.0,2.2994344234466553,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,8,0,25,1560,80,12
Method 3,13,1366.0,2.422900438308716,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,8,0,25,1560,80,13
Method 3,14,1462.0,2.7159314155578613,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,8,0,25,1560,80,14
Method 3,15,1564.0,2.851638078689575,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,8,0,25,1560,80,15
Method 3,16,1670.0,2.8263635635375977,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,8,0,25,1560,80,16
Method 3,17,1758.0,3.032656192779541,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,8,0,25,1560,80,17
Method 3,18,1840.0,3.1215224266052246,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,8,0,25,1560,80,18
Method 3,19,1902.0,3.228109121322632,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,8,0,25,1560,80,19
Method 3,20,1996.0,3.368541717529297,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,8,0,25,1560,80,20
Method 3,21,2096.0,3.774142026901245,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,8,0,25,1560,80,21
Method 3,22,2186.0,3.6806983947753906,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,8,0,25,1560,80,22
Method 3,23,2256.0,4.076031446456909,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,8,0,25,1560,80,23
Method 3,24,2348.0,4.124655485153198,concorde,concorde,../data/foodmart/order/instances_d10_ord24.txt,10,8,0,25,1560,80,24
Method 3,25,2414.0,4.029519557952881,concorde,concorde,../data/foodmart/order/instances_d10_ord25.txt,10,8,0,25,1560,80,25
Method 3,26,2514.0,4.238966703414917,concorde,concorde,../data/foodmart/order/instances_d10_ord26.txt,10,8,0,25,1560,80,26
Method 3,27,2606.0,4.557373523712158,concorde,concorde,../data/foodmart/order/instances_d10_ord27.txt,10,8,0,25,1560,80,27
Method 3,28,2692.0,4.617794036865234,concorde,concorde,../data/foodmart/order/instances_d10_ord28.txt,10,8,0,25,1560,80,28
Method 3,29,2788.0,4.814867258071899,concorde,concorde,../data/foodmart/order/instances_d10_ord29.txt,10,8,0,25,1560,80,29
Method 3,30,2878.0,4.70064377784729,concorde,concorde,../data/foodmart/order/instances_d10_ord30.txt,10,8,0,25,1560,80,30
Method 3,31,2976.0,4.904859781265259,concorde,concorde,../data/foodmart/order/instances_d10_ord31.txt,10,8,0,25,1560,80,31
Method 3,32,3074.0,5.088639497756958,concorde,concorde,../data/foodmart/order/instances_d10_ord32.txt,10,8,0,25,1560,80,32
Method 3,33,3142.0,5.148657560348511,concorde,concorde,../data/foodmart/order/instances_d10_ord33.txt,10,8,0,25,1560,80,33
Method 3,34,3230.0,5.291760444641113,concorde,concorde,../data/foodmart/order/instances_d10_ord34.txt,10,8,0,25,1560,80,34
