Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,1072.0,1.99436354637146,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,8,0,25,1560,320,10
Method 3,11,1180.0,2.041429281234741,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,8,0,25,1560,320,11
Method 3,12,1292.0,2.3312363624572754,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,8,0,25,1560,320,12
Method 3,13,1366.0,2.4887876510620117,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,8,0,25,1560,320,13
Method 3,14,1462.0,2.6357996463775635,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,8,0,25,1560,320,14
Method 3,15,1564.0,3.2807397842407227,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,8,0,25,1560,320,15
Method 3,16,1670.0,2.87022066116333,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,8,0,25,1560,320,16
Method 3,17,1758.0,2.9797189235687256,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,8,0,25,1560,320,17
Method 3,18,1840.0,3.5623812675476074,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,8,0,25,1560,320,18
Method 3,19,1902.0,3.6145360469818115,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,8,0,25,1560,320,19
Method 3,20,1996.0,3.3195009231567383,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,8,0,25,1560,320,20
Method 3,21,2096.0,3.8553595542907715,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,8,0,25,1560,320,21
Method 3,22,2186.0,3.6470158100128174,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,8,0,25,1560,320,22
Method 3,23,2256.0,3.9344794750213623,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,8,0,25,1560,320,23
Method 3,24,2348.0,3.964967966079712,concorde,concorde,../data/foodmart/order/instances_d10_ord24.txt,10,8,0,25,1560,320,24
Method 3,25,2414.0,4.052819013595581,concorde,concorde,../data/foodmart/order/instances_d10_ord25.txt,10,8,0,25,1560,320,25
Method 3,26,2514.0,4.404868125915527,concorde,concorde,../data/foodmart/order/instances_d10_ord26.txt,10,8,0,25,1560,320,26
Method 3,27,2606.0,4.545226573944092,concorde,concorde,../data/foodmart/order/instances_d10_ord27.txt,10,8,0,25,1560,320,27
Method 3,28,2692.0,4.6399009227752686,concorde,concorde,../data/foodmart/order/instances_d10_ord28.txt,10,8,0,25,1560,320,28
Method 3,29,2788.0,5.392026662826538,concorde,concorde,../data/foodmart/order/instances_d10_ord29.txt,10,8,0,25,1560,320,29
Method 3,30,2878.0,4.710678577423096,concorde,concorde,../data/foodmart/order/instances_d10_ord30.txt,10,8,0,25,1560,320,30
Method 3,31,2976.0,4.950217008590698,concorde,concorde,../data/foodmart/order/instances_d10_ord31.txt,10,8,0,25,1560,320,31
Method 3,32,3074.0,5.039916515350342,concorde,concorde,../data/foodmart/order/instances_d10_ord32.txt,10,8,0,25,1560,320,32
Method 3,33,3142.0,5.0968029499053955,concorde,concorde,../data/foodmart/order/instances_d10_ord33.txt,10,8,0,25,1560,320,33
Method 3,34,3230.0,5.285778522491455,concorde,concorde,../data/foodmart/order/instances_d10_ord34.txt,10,8,0,25,1560,320,34
Method 3,35,3336.0,5.3672332763671875,concorde,concorde,../data/foodmart/order/instances_d10_ord35.txt,10,8,0,25,1560,320,35
Method 3,36,3432.0,5.541214466094971,concorde,concorde,../data/foodmart/order/instances_d10_ord36.txt,10,8,0,25,1560,320,36
Method 3,37,3528.0,5.754166603088379,concorde,concorde,../data/foodmart/order/instances_d10_ord37.txt,10,8,0,25,1560,320,37
Method 3,38,3628.0,5.771465539932251,concorde,concorde,../data/foodmart/order/instances_d10_ord38.txt,10,8,0,25,1560,320,38
Method 3,39,3688.0,5.652259826660156,concorde,concorde,../data/foodmart/order/instances_d10_ord39.txt,10,8,0,25,1560,320,39
Method 3,40,3776.0,6.200647354125977,concorde,concorde,../data/foodmart/order/instances_d10_ord40.txt,10,8,0,25,1560,320,40
Method 3,41,3870.0,6.307469844818115,concorde,concorde,../data/foodmart/order/instances_d10_ord41.txt,10,8,0,25,1560,320,41
Method 3,42,3946.0,6.326408386230469,concorde,concorde,../data/foodmart/order/instances_d10_ord42.txt,10,8,0,25,1560,320,42
Method 3,43,4050.0,6.273845911026001,concorde,concorde,../data/foodmart/order/instances_d10_ord43.txt,10,8,0,25,1560,320,43
Method 3,44,4152.0,6.711405277252197,concorde,concorde,../data/foodmart/order/instances_d10_ord44.txt,10,8,0,25,1560,320,44
Method 3,45,4252.0,6.746215343475342,concorde,concorde,../data/foodmart/order/instances_d10_ord45.txt,10,8,0,25,1560,320,45
