Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,2454.0,3.2866804599761963,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,8,0,3,1560,320,10
Method 3,11,2714.0,4.304908037185669,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,8,0,3,1560,320,11
Method 3,12,2968.0,4.868422269821167,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,8,0,3,1560,320,12
Method 3,13,3164.0,5.484700679779053,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,8,0,3,1560,320,13
Method 3,14,3358.0,5.67162013053894,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,8,0,3,1560,320,14
Method 3,15,3578.0,5.927065134048462,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,8,0,3,1560,320,15
Method 3,16,3774.0,6.116750478744507,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,8,0,3,1560,320,16
Method 3,17,3942.0,6.584827184677124,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,8,0,3,1560,320,17
Method 3,18,4138.0,6.827460765838623,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,8,0,3,1560,320,18
Method 3,19,4288.0,8.668579816818237,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,8,0,3,1560,320,19
Method 3,20,4496.0,7.461956024169922,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,8,0,3,1560,320,20
Method 3,21,4686.0,7.875068187713623,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,8,0,3,1560,320,21
Method 3,22,4862.0,8.318270206451416,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,8,0,3,1560,320,22
Method 3,23,5032.0,8.398515939712524,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,8,0,3,1560,320,23
