Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,708.0,2.2747304439544678,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,5,0,40,1560,320,10
Method 3,11,780.0,2.5159687995910645,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,5,0,40,1560,320,11
Method 3,12,852.0,2.777879238128662,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,5,0,40,1560,320,12
Method 3,13,892.0,3.0812714099884033,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,5,0,40,1560,320,13
Method 3,14,966.0,3.129528045654297,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,5,0,40,1560,320,14
Method 3,15,1026.0,3.5348775386810303,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,5,0,40,1560,320,15
Method 3,16,1096.0,3.2804136276245117,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,5,0,40,1560,320,16
Method 3,17,1164.0,3.5485541820526123,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,5,0,40,1560,320,17
Method 3,18,1220.0,3.800086498260498,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,5,0,40,1560,320,18
Method 3,19,1262.0,3.8412234783172607,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,5,0,40,1560,320,19
Method 3,20,1318.0,4.021090984344482,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,5,0,40,1560,320,20
Method 3,21,1386.0,4.607229471206665,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,5,0,40,1560,320,21
Method 3,22,1456.0,4.43096399307251,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,5,0,40,1560,320,22
Method 3,23,1500.0,4.402405261993408,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,5,0,40,1560,320,23
Method 3,24,1562.0,4.724285125732422,concorde,concorde,../data/foodmart/order/instances_d10_ord24.txt,10,5,0,40,1560,320,24
Method 3,25,1604.0,4.856952905654907,concorde,concorde,../data/foodmart/order/instances_d10_ord25.txt,10,5,0,40,1560,320,25
Method 3,26,1676.0,5.073006868362427,concorde,concorde,../data/foodmart/order/instances_d10_ord26.txt,10,5,0,40,1560,320,26
Method 3,27,1746.0,5.228060483932495,concorde,concorde,../data/foodmart/order/instances_d10_ord27.txt,10,5,0,40,1560,320,27
Method 3,28,1794.0,5.306577920913696,concorde,concorde,../data/foodmart/order/instances_d10_ord28.txt,10,5,0,40,1560,320,28
Method 3,29,1856.0,5.57657265663147,concorde,concorde,../data/foodmart/order/instances_d10_ord29.txt,10,5,0,40,1560,320,29
Method 3,30,1924.0,5.79680323600769,concorde,concorde,../data/foodmart/order/instances_d10_ord30.txt,10,5,0,40,1560,320,30
Method 3,31,1988.0,6.296300649642944,concorde,concorde,../data/foodmart/order/instances_d10_ord31.txt,10,5,0,40,1560,320,31
Method 3,32,2054.0,6.093928575515747,concorde,concorde,../data/foodmart/order/instances_d10_ord32.txt,10,5,0,40,1560,320,32
Method 3,33,2112.0,6.124946117401123,concorde,concorde,../data/foodmart/order/instances_d10_ord33.txt,10,5,0,40,1560,320,33
Method 3,34,2180.0,6.392274618148804,concorde,concorde,../data/foodmart/order/instances_d10_ord34.txt,10,5,0,40,1560,320,34
Method 3,35,2246.0,6.424814939498901,concorde,concorde,../data/foodmart/order/instances_d10_ord35.txt,10,5,0,40,1560,320,35
Method 3,36,2310.0,6.777343273162842,concorde,concorde,../data/foodmart/order/instances_d10_ord36.txt,10,5,0,40,1560,320,36
Method 3,37,2374.0,6.689979791641235,concorde,concorde,../data/foodmart/order/instances_d10_ord37.txt,10,5,0,40,1560,320,37
Method 3,38,2444.0,6.97069525718689,concorde,concorde,../data/foodmart/order/instances_d10_ord38.txt,10,5,0,40,1560,320,38
Method 3,39,2480.0,7.314579486846924,concorde,concorde,../data/foodmart/order/instances_d10_ord39.txt,10,5,0,40,1560,320,39
Method 3,40,2540.0,7.853494882583618,concorde,concorde,../data/foodmart/order/instances_d10_ord40.txt,10,5,0,40,1560,320,40
Method 3,41,2608.0,7.604200601577759,concorde,concorde,../data/foodmart/order/instances_d10_ord41.txt,10,5,0,40,1560,320,41
Method 3,42,2664.0,7.563213586807251,concorde,concorde,../data/foodmart/order/instances_d10_ord42.txt,10,5,0,40,1560,320,42
Method 3,43,2734.0,7.495093584060669,concorde,concorde,../data/foodmart/order/instances_d10_ord43.txt,10,5,0,40,1560,320,43
Method 3,44,2794.0,7.6029229164123535,concorde,concorde,../data/foodmart/order/instances_d10_ord44.txt,10,5,0,40,1560,320,44
Method 3,45,2862.0,8.54714059829712,concorde,concorde,../data/foodmart/order/instances_d10_ord45.txt,10,5,0,40,1560,320,45
