Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,2100.0,1.6374826431274414,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,8,1,3,1560,240,10
Method 3,11,2306.0,1.636958360671997,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,8,1,3,1560,240,11
Method 3,12,2518.0,1.7702574729919434,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,8,1,3,1560,240,12
Method 3,13,2678.0,2.117892026901245,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,8,1,3,1560,240,13
Method 3,14,2874.0,2.162433385848999,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,8,1,3,1560,240,14
Method 3,15,3070.0,2.3459432125091553,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,8,1,3,1560,240,15
Method 3,16,3260.0,2.495969772338867,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,8,1,3,1560,240,16
Method 3,17,3422.0,2.7512993812561035,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,8,1,3,1560,240,17
Method 3,18,3570.0,2.726686716079712,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,8,1,3,1560,240,18
Method 3,19,3710.0,2.895148277282715,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,8,1,3,1560,240,19
Method 3,20,3886.0,3.2017083168029785,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,8,1,3,1560,240,20
Method 3,21,4056.0,3.0155351161956787,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,8,1,3,1560,240,21
Method 3,22,4224.0,3.072981119155884,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,8,1,3,1560,240,22
Method 3,23,4354.0,3.200251817703247,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,8,1,3,1560,240,23
Method 3,24,4498.0,3.6306729316711426,concorde,concorde,../data/foodmart/order/instances_d10_ord24.txt,10,8,1,3,1560,240,24
Method 3,25,4626.0,3.411330223083496,concorde,concorde,../data/foodmart/order/instances_d10_ord25.txt,10,8,1,3,1560,240,25
Method 3,26,4792.0,3.8653461933135986,concorde,concorde,../data/foodmart/order/instances_d10_ord26.txt,10,8,1,3,1560,240,26
Method 3,27,4954.0,3.589648962020874,concorde,concorde,../data/foodmart/order/instances_d10_ord27.txt,10,8,1,3,1560,240,27
Method 3,28,5112.0,3.978633165359497,concorde,concorde,../data/foodmart/order/instances_d10_ord28.txt,10,8,1,3,1560,240,28
Method 3,29,5286.0,3.829883337020874,concorde,concorde,../data/foodmart/order/instances_d10_ord29.txt,10,8,1,3,1560,240,29
Method 3,30,5458.0,4.249499320983887,concorde,concorde,../data/foodmart/order/instances_d10_ord30.txt,10,8,1,3,1560,240,30
Method 3,31,5626.0,4.016015529632568,concorde,concorde,../data/foodmart/order/instances_d10_ord31.txt,10,8,1,3,1560,240,31
Method 3,32,5772.0,4.062536716461182,concorde,concorde,../data/foodmart/order/instances_d10_ord32.txt,10,8,1,3,1560,240,32
Method 3,33,5896.0,4.645037412643433,concorde,concorde,../data/foodmart/order/instances_d10_ord33.txt,10,8,1,3,1560,240,33
Method 3,34,6050.0,4.583022594451904,concorde,concorde,../data/foodmart/order/instances_d10_ord34.txt,10,8,1,3,1560,240,34
Method 3,35,6218.0,4.657910585403442,concorde,concorde,../data/foodmart/order/instances_d10_ord35.txt,10,8,1,3,1560,240,35
Method 3,36,6366.0,4.4790380001068115,concorde,concorde,../data/foodmart/order/instances_d10_ord36.txt,10,8,1,3,1560,240,36
Method 3,37,6536.0,4.743520259857178,concorde,concorde,../data/foodmart/order/instances_d10_ord37.txt,10,8,1,3,1560,240,37
Method 3,38,6702.0,5.177051782608032,concorde,concorde,../data/foodmart/order/instances_d10_ord38.txt,10,8,1,3,1560,240,38
Method 3,39,6842.0,5.695382356643677,concorde,concorde,../data/foodmart/order/instances_d10_ord39.txt,10,8,1,3,1560,240,39
Method 3,40,7008.0,5.515197515487671,concorde,concorde,../data/foodmart/order/instances_d10_ord40.txt,10,8,1,3,1560,240,40
Method 3,41,7182.0,5.442114353179932,concorde,concorde,../data/foodmart/order/instances_d10_ord41.txt,10,8,1,3,1560,240,41
Method 3,42,7334.0,5.485507488250732,concorde,concorde,../data/foodmart/order/instances_d10_ord42.txt,10,8,1,3,1560,240,42
Method 3,43,7520.0,5.55660605430603,concorde,concorde,../data/foodmart/order/instances_d10_ord43.txt,10,8,1,3,1560,240,43
Method 3,44,7690.0,5.688199996948242,concorde,concorde,../data/foodmart/order/instances_d10_ord44.txt,10,8,1,3,1560,240,44
Method 3,45,7880.0,5.91458535194397,concorde,concorde,../data/foodmart/order/instances_d10_ord45.txt,10,8,1,3,1560,240,45
Method 3,46,8044.0,5.934774398803711,concorde,concorde,../data/foodmart/order/instances_d10_ord46.txt,10,8,1,3,1560,240,46
Method 3,47,8210.0,6.01503324508667,concorde,concorde,../data/foodmart/order/instances_d10_ord47.txt,10,8,1,3,1560,240,47
Method 3,48,8358.0,6.469614744186401,concorde,concorde,../data/foodmart/order/instances_d10_ord48.txt,10,8,1,3,1560,240,48
Method 3,49,8486.0,6.271371364593506,concorde,concorde,../data/foodmart/order/instances_d10_ord49.txt,10,8,1,3,1560,240,49
Method 3,5,1140.0,1.18117094039917,concorde,concorde,../data/foodmart/order/instances_d10_ord5.txt,10,8,1,3,1560,240,5
Method 3,50,8632.0,6.191772222518921,concorde,concorde,../data/foodmart/order/instances_d10_ord50.txt,10,8,1,3,1560,240,50
Method 3,6,1318.0,1.3309993743896484,concorde,concorde,../data/foodmart/order/instances_d10_ord6.txt,10,8,1,3,1560,240,6
Method 3,7,1492.0,1.0874662399291992,concorde,concorde,../data/foodmart/order/instances_d10_ord7.txt,10,8,1,3,1560,240,7
Method 3,8,1684.0,1.5310750007629395,concorde,concorde,../data/foodmart/order/instances_d10_ord8.txt,10,8,1,3,1560,240,8
Method 3,9,1898.0,1.5579414367675781,concorde,concorde,../data/foodmart/order/instances_d10_ord9.txt,10,8,1,3,1560,240,9
Method 3,10,2326.0,1.6533620357513428,concorde,concorde,../data/foodmart/order/instances_d20_ord10.txt,20,8,1,3,1560,240,10
