Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,2682.7400000000002,3.3029963970184326,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,20,3,3,1560,320,10
Method 3,11,2949.38,3.176889419555664,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,20,3,3,1560,320,11
Method 3,12,3204.28,3.4221765995025635,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,20,3,3,1560,320,12
Method 3,13,3396.88,3.486468553543091,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,20,3,3,1560,320,13
Method 3,14,3637.42,3.8109591007232666,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,20,3,3,1560,320,14
Method 3,15,3864.07,4.186079740524292,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,20,3,3,1560,320,15
Method 3,16,4114.6900000000005,4.32154107093811,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,20,3,3,1560,320,16
Method 3,17,4341.400000000001,7.688981294631958,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,20,3,3,1560,320,17
Method 3,18,4541.990000000001,6.483809232711792,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,20,3,3,1560,320,18
Method 3,19,4724.68,5.266245603561401,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,20,3,3,1560,320,19
Method 3,20,4931.77,5.003879547119141,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,20,3,3,1560,320,20
Method 3,21,5180.4800000000005,6.306440114974976,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,20,3,3,1560,320,21
Method 3,22,5413.110000000001,5.470788478851318,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,20,3,3,1560,320,22
Method 3,23,5589.540000000001,5.703735589981079,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,20,3,3,1560,320,23
Method 3,24,5809.950000000001,4.657811403274536,concorde,concorde,../data/foodmart/order/instances_d10_ord24.txt,10,20,3,3,1560,320,24
Method 3,25,5964.530000000001,4.35420823097229,concorde,concorde,../data/foodmart/order/instances_d10_ord25.txt,10,20,3,3,1560,320,25
Method 3,26,6195.330000000001,4.513213396072388,concorde,concorde,../data/foodmart/order/instances_d10_ord26.txt,10,20,3,3,1560,320,26
Method 3,27,6427.640000000001,4.856118679046631,concorde,concorde,../data/foodmart/order/instances_d10_ord27.txt,10,20,3,3,1560,320,27
Method 3,28,6639.870000000001,7.1612629890441895,concorde,concorde,../data/foodmart/order/instances_d10_ord28.txt,10,20,3,3,1560,320,28
Method 3,29,6879.990000000001,7.131325960159302,concorde,concorde,../data/foodmart/order/instances_d10_ord29.txt,10,20,3,3,1560,320,29
Method 3,30,7082.700000000001,7.422709226608276,concorde,concorde,../data/foodmart/order/instances_d10_ord30.txt,10,20,3,3,1560,320,30
