Method Used,Number of Orders,Objective Value,Time Elapsed (s),Time Savings Router,Order Batch Router,Order File,Order Size,Number of Aisles,Number of Extra Cross Aisles,Number of Shelves,Number of Products,Picker Capacity,Number of Pickers
Method 3,10,424.0,1.9998574256896973,concorde,concorde,../data/foodmart/order/instances_d10_ord10.txt,10,3,0,65,1560,80,10
Method 3,11,468.0,1.9273197650909424,concorde,concorde,../data/foodmart/order/instances_d10_ord11.txt,10,3,0,65,1560,80,11
Method 3,12,512.0,2.291839122772217,concorde,concorde,../data/foodmart/order/instances_d10_ord12.txt,10,3,0,65,1560,80,12
Method 3,13,538.0,2.359121799468994,concorde,concorde,../data/foodmart/order/instances_d10_ord13.txt,10,3,0,65,1560,80,13
Method 3,14,582.0,2.888493061065674,concorde,concorde,../data/foodmart/order/instances_d10_ord14.txt,10,3,0,65,1560,80,14
Method 3,15,626.0,3.1208653450012207,concorde,concorde,../data/foodmart/order/instances_d10_ord15.txt,10,3,0,65,1560,80,15
Method 3,16,666.0,3.2134997844696045,concorde,concorde,../data/foodmart/order/instances_d10_ord16.txt,10,3,0,65,1560,80,16
Method 3,17,710.0,3.2894415855407715,concorde,concorde,../data/foodmart/order/instances_d10_ord17.txt,10,3,0,65,1560,80,17
Method 3,18,752.0,3.7477684020996094,concorde,concorde,../data/foodmart/order/instances_d10_ord18.txt,10,3,0,65,1560,80,18
Method 3,19,778.0,3.470180034637451,concorde,concorde,../data/foodmart/order/instances_d10_ord19.txt,10,3,0,65,1560,80,19
Method 3,20,820.0,4.171085834503174,concorde,concorde,../data/foodmart/order/instances_d10_ord20.txt,10,3,0,65,1560,80,20
Method 3,21,820.0,3.6669232845306396,concorde,concorde,../data/foodmart/order/instances_d10_ord21.txt,10,3,0,65,1560,80,21
Method 3,22,860.0,4.278219938278198,concorde,concorde,../data/foodmart/order/instances_d10_ord22.txt,10,3,0,65,1560,80,22
Method 3,23,886.0,4.020771741867065,concorde,concorde,../data/foodmart/order/instances_d10_ord23.txt,10,3,0,65,1560,80,23
Method 3,24,926.0,4.435841083526611,concorde,concorde,../data/foodmart/order/instances_d10_ord24.txt,10,3,0,65,1560,80,24
Method 3,25,952.0,4.13128399848938,concorde,concorde,../data/foodmart/order/instances_d10_ord25.txt,10,3,0,65,1560,80,25
Method 3,26,992.0,4.482513427734375,concorde,concorde,../data/foodmart/order/instances_d10_ord26.txt,10,3,0,65,1560,80,26
Method 3,27,1036.0,4.689082622528076,concorde,concorde,../data/foodmart/order/instances_d10_ord27.txt,10,3,0,65,1560,80,27
Method 3,28,1078.0,4.885375022888184,concorde,concorde,../data/foodmart/order/instances_d10_ord28.txt,10,3,0,65,1560,80,28
Method 3,29,1112.0,5.573293685913086,concorde,concorde,../data/foodmart/order/instances_d10_ord29.txt,10,3,0,65,1560,80,29
Method 3,30,1148.0,5.503997087478638,concorde,concorde,../data/foodmart/order/instances_d10_ord30.txt,10,3,0,65,1560,80,30
Method 3,31,1148.0,5.300448179244995,concorde,concorde,../data/foodmart/order/instances_d10_ord31.txt,10,3,0,65,1560,80,31
Method 3,32,1190.0,6.357872009277344,concorde,concorde,../data/foodmart/order/instances_d10_ord32.txt,10,3,0,65,1560,80,32
Method 3,33,1216.0,5.563292503356934,concorde,concorde,../data/foodmart/order/instances_d10_ord33.txt,10,3,0,65,1560,80,33
Method 3,34,1258.0,5.7656683921813965,concorde,concorde,../data/foodmart/order/instances_d10_ord34.txt,10,3,0,65,1560,80,34
Method 3,35,1300.0,6.2409961223602295,concorde,concorde,../data/foodmart/order/instances_d10_ord35.txt,10,3,0,65,1560,80,35
Method 3,36,1342.0,6.76355504989624,concorde,concorde,../data/foodmart/order/instances_d10_ord36.txt,10,3,0,65,1560,80,36
Method 3,37,1384.0,6.25394344329834,concorde,concorde,../data/foodmart/order/instances_d10_ord37.txt,10,3,0,65,1560,80,37
Method 3,38,1426.0,6.780077695846558,concorde,concorde,../data/foodmart/order/instances_d10_ord38.txt,10,3,0,65,1560,80,38
Method 3,39,1452.0,6.508925914764404,concorde,concorde,../data/foodmart/order/instances_d10_ord39.txt,10,3,0,65,1560,80,39
Method 3,40,1492.0,6.878576278686523,concorde,concorde,../data/foodmart/order/instances_d10_ord40.txt,10,3,0,65,1560,80,40
